de_0,"$0 "
de_1036,"Pans Horn"
de_1037,"Mithril-verkleidetes Horn"
de_1038,Streitaxt
de_1039,Ork-Speer
de_1040,"Bill Guisarme"
de_1041,Dreizack
de_1042,Partisan
de_1043,Lanze
de_1044,Lanze
de_1045,Guisarme
de_1046,Glefe
de_1047,Elfenspeer
de_1048,"Orichalcum-verkleidetes Horn"
de_1049,"Speer von Nestro"
de_1050,Hellebarde
de_1051,Fauchard
de_1052,Anfängerspeer
de_1053,"Krähenschnabel-Kriegsspeer"
de_1054,"Elfen-Kurzschwert von Magieresistenz"
de_1055,"Elfen-Kurzschwert des Geschicks"
de_1056,Kristallstab
de_1057,Anfängerstab
de_1058,"Stab des Beleth"
de_1059,"Stab des Baphomet"
de_1060,"Stab der Hexerei"
de_1061,"Stab des Mana"
de_1062,"Stahlstab des Mana"
de_1063,Eichenstab
de_1064,Zauberstab
de_1065,"Stab der Stärke"
de_1066,Axt
de_1067,Athame
de_1068,Knüppel
de_1069,Flegel
de_1070,Keule
de_1071,Kriegshammer
de_1072,Silberaxt
de_1073,Streitaxt
de_1074,Edelstahl-Streitaxt
de_1075,Berserker-Axt
de_1076,Morgenstern
de_1077,Anfängeraxt
de_1078,"Große Axt"
de_1079,Jadgbogen
de_1080,Elfenbogen
de_1081,Ork-Bogen
de_1082,Bogen
de_1083,Kurzbogen
de_1084,Anfängersteinbogen
de_1085,Anfängerbogen
de_1086,Armbrust
de_1087,Yumi
de_1088,"Antike Bogenwaffe"
de_1089,"Ventis Bogen"
de_1090,"Elfenkurzschwert der Zaubermacht"
de_1091,"Elfenkurzschwert der Verfassung"
de_1092,"Stab des Mana(Persönlich)"
de_1093,"Stab des Juwels(Persönlich)"
de_1094,"Verzauberter Speer"
de_1095,Zaubermeister
de_1096,"Verzauberte Soldatenaxt"
de_1097,"Magischer Bogenschütze"
de_1098,"Verzauberter Krieger"
de_1099,"Verzauberte Spinne"
de_1100,"Verzauberter Ghul"
de_1101,"Verzauberter Schrat-König"
de_1102,"Faulender Körper"
de_1103,"Verfluchtes Gesetz"
de_1104,Geplagter
de_1105,Verdammter
de_1106,"Verzauberter Oger"
de_1107,"Seltsamer alter Mann"
de_1108,"Schatten des seltsamen alten Mannes"
de_1109,Unglücksgeist
de_1110,"Schatten des Unglücksgeistes"
de_1111,"Verzauberte Spinnenkönigin"
de_1112,"Gieriger Axtschwinger"
de_1113,"Klaue des Unglücks"
de_1114,"Kranke Sünde"
de_1115,"Verzauberter Baphomet"
de_1116,"Ultimative Rolle der Deformation"
de_1117,"Schwert der Hoffnung(Persönlich)"
de_1118,"Schwert der Hoffnung"
de_1119,"Magischer Erholungstrank"
de_1120,"Rolle der Rückkehr - Maros-Verlies 1F (gebunden)"
de_1121,"Rolle der Rückkehr - Maros-Verlies 2F (gebunden)"
de_1122,"Rolle der Rückkehr - Maros-Verlies 3F (gebunden)"
de_1123,"Rolle der Rückkehr - Maros-Verlies 4F (gebunden)"
de_1124,"Rolle der Rückkehr - Maros-Verlies 5F (gebunden)"
de_1125,"Rolle der Rückkehr - Maros-Verlies 6F (gebunden)"
de_1126,"Rolle der Rückkehr - Maros-Verlies 7F (gebunden)"
de_1127,Schafsknochen
de_1128,Totholz
de_1129,"Essenz aus Knochenfleisch"
de_1130,Totem
de_1131,Totemfragmente
de_1132,"Großer Kürbis [Halloween]"
de_1133,"Kürbisbiskuit [Halloween]"
de_1134,Ork-Totem
de_1135,Elfstein
de_1136,Wassergott
de_1137,"Brief des Ork-Anführers"
de_1138,"Antikes Nebelzauberbuch"
de_1139,"Nebelzaubers Steinherz"
de_1140,"Segen der Mondgöttin"
de_1141,"Verlorenes Schaf"
de_1142,"Gestohlene Elfenflügel"
de_1143,Weihnachtsmütze
de_1144,Weihnachtssocken
de_1145,Weihnachtsgeschenk
de_1146,"Glückliches Weihnachtsgift"
de_1147,"Temporärer Eid"
de_1148,"Erweiterte Schatzkarte (Insel der Verheißung)"
de_1149,NULL
de_1150,NULL
de_1151,NULL
de_1152,NULL
de_1153,"Erweiterte Schatzkarte (Insel der Verheißung)"
de_1154,"Teil der Erweiterten Schatzkarte I (Insel der Verheißung)"
de_1155,"Teil der Erweiterten Schatzkarte II (Insel der Verheißung)"
de_1156,"Teil der Erweiterten Schatzkarte III (Insel der Verheißung)"
de_1157,"Teil der Erweiterten Schatzkarte IV (Insel der Verheißung)"
de_1158,NULL
de_1159,NULL
de_1160,NULL
de_1161,NULL
de_1162,NULL
de_1163,NULL
de_1164,NULL
de_1165,NULL
de_1166,NULL
de_1167,NULL
de_1168,NULL
de_1169,NULL
de_1170,NULL
de_1171,NULL
de_1172,NULL
de_1173,NULL
de_1174,NULL
de_1175,NULL
de_1176,NULL
de_1177,NULL
de_1178,NULL
de_1179,NULL
de_1180,NULL
de_1181,NULL
de_1182,Ungoliant-Monarch
de_1183,Kobold-Häuptling
de_1184,Kerberos-Monarch
de_1185,Goblin-Anführer
de_1186,Hobgoblin-Anführer
de_1187,Elite-Skelett-General
de_1188,Elite-Skelett-Magier-General
de_1189,Elite-Skelett-Axtschwinger-General
de_1190,Elite-Skelett-Bogenschütze-General
de_1191,Elite-Skelett-Speermann-General
de_1192,Skelett-Leutnant
de_1193,Skelett-Magier-Leutnant
de_1194,Skelett-Axtschwinger-Leutnant
de_1195,Skelett-Bogenschütze-Leutnant
de_1196,Skelett-Speermann-Leutnant
de_1197,Alpha-Werwolf
de_1198,"Schwebendes Auge (Elite)"
de_1199,Alpha-Lycanthrope
de_1200,Zombie-Anführer
de_1201,Kankra-Monarch
de_1202,"Steingolem (Elite)"
de_1203,Ghast-Anführer
de_1204,Oger-Häuptling
de_1205,Ghul-Anführer
de_1206,"Schleim (Elite)"
de_1207,Ork-Häuptling
de_1208,Ork-Magier-Häuptling
de_1209,Ork-Bogenschütze-Häuptling
de_1210,Ork-Kämpfer-Häuptling
de_1211,Thri-Keen-Monarch
de_1212,Schrat-Monarch
de_1213,"Nachtschatten (Elite)"
de_1214,"Zwerg (Elite)"
de_1215,"Zwergenkrieger (Elite)"
de_1216,Schatzkarte
de_1217,"Erweiterte Schatzkarte"
de_1218,Lolth-Monarch
de_1219,Drow-Leutnant
de_1220,Ork-Grunt-Leutnant
de_1221,Ork-Wächter-Leutnant
de_1222,Ork-Armbrust-Leutnant
de_1223,Ork-Schamane-Häuptling
de_1224,Ork-Zombie-Häuptling
de_1225,"Polymorph-Rolle Lvl 1"
de_1226,"Polymorph-Rolle Lvl 2"
de_1227,"Polymorph-Rolle Lvl 3"
de_1228,"Polymorph-Rolle Lvl 4"
de_1229,"Polymorph-Rolle Lvl 5"
de_1230,"Polymorph-Rolle Lvl 6"
de_1231,Geistkristall
de_1232,"Spezial-Geist-Kristall (Erde)"
de_1233,"Spezial-Geist-Kristall (Wasser)"
de_1234,"Spezial-Geist-Kristall (Wind)"
de_1235,"Spezial-Geist-Kristall (Feuer)"
de_1236,NULL
de_1237,NULL
de_1238,NULL
de_1239,NULL
de_1240,NULL
de_1241,NULL
de_1242,NULL
de_1243,NULL
de_1244,NULL
de_1245,NULL
de_1246,NULL
de_1247,NULL
de_1248,NULL
de_1249,"Zerlumpte, fortgeschrittene Polymorph-Rolle(Gebunden)"
de_1250,"Erweiterte Rolle der Deformation (Gebunden)"
de_1251,"Die Essenz des Polymorph"
de_1252,"Magische Ausrüstung von Meilin"
de_1253,NULL
de_1254,NULL
de_1255,gebunden
de_1256,"Bluthungriger Werwolf"
de_1257,"Bluthungriger Oger"
de_1258,"Alpha-Bluthungriger Werwolf"
de_1259,"Bluthungriger Oger-Häuptling"
de_1260,"Schild des Ritter Crimson"
de_1261,Sukkubus-Anführer
de_1262,Basilisk-Anführer
de_1263,Alter
de_1264,glänzende
de_1265,Amy[Mode]
de_1266,Gierig
de_1267,"[Chaotische Arena]"
de_1268,[Markt]
de_1269,[Attributumwandlung]
de_1270,Charakterentwicklungs-Geschenkbox
de_1271,"Heiliger Stein der Hoffnung"
de_1272,"Schutz des Parth Tempels"
de_1273,"Ring des Friedens"
de_1274,"Zese‘ mächtige Waffe"
de_1275,"Waffenverzauberungsrolle (Quest-exklusiv)"
de_1276,"Besiegelter Eid (15 Tage)"
de_1277,Gloria
de_1278,"Magischer Runenstein"
de_1279,"Magischer Farbstoff"
de_1280,"Besonderer magischer Farbstoff"
de_1281,"Böser Beutegreifer"
de_1282,"Skelett-Bogenschütze (Dunkelheit)"
de_1283,"Skelett-Magier(Dunkelheit)"
de_1284,"Skelett-Bogenschütze-Leutnant(Dunkelheit)"
de_1285,"Skelett-Magier-Leutnant(Dunkelheit)"
de_1286,"Blutschatten"
de_1287,"Mörderspinne"
de_1288,"Dämonen-Bogenschütze"
de_1289,"Roten Ritters-Set"
de_1290,Todesritter-Set
de_1291,Bran-Set
de_1292,Leder-Set
de_1293,Ork-Set
de_1294,Zwergen-Set
de_1295,"Besetztes Leder-Set"
de_1296,Knochen-Set
de_1297,Magier-Set
de_1298,Eisen-Set
de_1299,"Besetzte Ledersandalen"
de_1300,Lederkappe
de_1301,Lederhelm
de_1302,Eisenvisier
de_1303,Ritterhaube
de_1304,Rittervisier
de_1305,Zwergeneisenhelm
de_1306,"Alter Helm des Windes"
de_1307,Todesritter-Helm
de_1308,"Helm der Magieresistenz"
de_1309,Zauberkappe
de_1310,"Zauberhelm: Geschwindigkeit"
de_1311,"Zauberhelm: Heilung"
de_1312,"Zauberhelm: Kraft"
de_1313,"Kappe von Svipdag"
de_1314,Krone
de_1315,"Elfenhelm der Geschicklichkeit"
de_1316,"Helm des Windes"
de_1317,"Helm von König Attila"
de_1318,"Kappe des Sauroner"
de_1319,Nachtsicht
de_1320,"Haube des Roten Ritters"
de_1321,Anfänger-Lederhelm
de_1322,"Kappe des Skuld"
de_1323,"Segen des Elm"
de_1324,Orkhelm
de_1325,Elfen-Lederhelm
de_1326,"Helm der Infravision"
de_1327,"Besetzte Lederkappe"
de_1328,"Elfenhelm der Verfassung"
de_1329,"Kappe von Endor"
de_1330,"Helm des Bran"
de_1331,"Reif von Niviane"
de_1332,Helm
de_1333,Knochenhelm
de_1334,"Goldener Flügel der Riesenameisenkönigin"
de_1335,"Silberner Flügel der Riesenameisenkönigin"
de_1336,Zwergenmantel
de_1337,Erdmantel
de_1338,"Mantel von Mana"
de_1339,"Mantel der Magieresistenz"
de_1340,Wassermantel
de_1341,Windmantel
de_1342,Schutzmantel
de_1343,"Mantel des Roten Ritters"
de_1344,"Roter Mantel"
de_1345,Feuermantel
de_1346,Orkmantel
de_1347,Elfenmantel
de_1348,Silbermantel
de_1349,"Mantel der Unsichtbarkeit"
de_1350,"Mantel der Vertreibung"
de_1351,Ölhautmantel
de_1352,Anfänger-T-Shirt
de_1353,T-Shirt
de_1354,Lederrüstung
de_1355,Lederweste
de_1356,Eisenplattenpanzer
de_1357,Ringpanzer
de_1358,Holzrüstung
de_1359,"Rüstung des toten Ritters"
de_1360,"Gebänderter Panzer"
de_1361,"Kettenhemd der Magieresistenz"
de_1362,Zaubererbekleidung
de_1363,Baumwollrobe
de_1364,Schienenpanzer
de_1365,"Rüstung des Baphomet"
de_1366,"Rüstung von König Attila"
de_1367,"Lederweste mit Gürtel"
de_1368,Schuppenpanzer
de_1369,Knochenrüstung
de_1370,Kettenhemd
de_1371,Anfänger-Lederrüstung
de_1372,Kristallplattenpanzer
de_1373,Ork-Ringpanzer
de_1374,Ork-Kettenhemd
de_1375,Elfen-Kettenhemd
de_1376,Elfen-Plattenpanzer
de_1377,Elfen-Brustplatte
de_1378,"Harte Lederweste"
de_1379,"Beschlagene Lederrüstung"
de_1380,"Besetzte Lederweste"
de_1381,Bronzeplattenpanzer
de_1382,"Rüstung des Bran"
de_1383,"Robe des Niviane"
de_1384,Plattenpanzer
de_1385,Lederhandschuhe
de_1386,Eisenhandschuhe
de_1387,"Handschuhe des Toten Ritters"
de_1388,"Handschuhe von König Attila"
de_1389,Schutzhandschuhe
de_1390,"Handschuhe des Wassergeistes"
de_1391,Anfänger-Lederhandschuhe
de_1392,Schneehandschuhe
de_1393,Kristallhandschuhe
de_1394,"Handschuhe des Erdgeistes"
de_1395,"Handschuhe des Feuergeistes"
de_1396,Handschuhe
de_1397,"Handschuhe von Bran"
de_1398,"Handschuhe von Niviane"
de_1399,Krafthandschuhe
de_1400,"Handschuhe des Windgeistes"
de_1401,Armschutz
de_1402,Lederstiefel
de_1403,Ledersandalen
de_1404,Eisenstiefel
de_1405,"Stiefel des Toten Ritters"
de_1406,"Stiefel von König Attila"
de_1407,"Stiefel von Beleth"
de_1408,"Hohe Stiefel"
de_1409,Anfänger-Ledersandalen
de_1410,Unterwasser-Stiefel
de_1411,"Niedrige Stiefel"
de_1412,"Stiefel von Bran"
de_1413,"Stiefel von Niviane"
de_1414,"Sandalen des Dunklen Älteren"
de_1415,Lederschild
de_1416,Eisenschild
de_1417,Knochenschild
de_1418,Holzschild
de_1419,Zwergenrundschild
de_1420,Mana-Kristallkugel
de_1421,"Buch der Magischen Kraft"
de_1422,"Schild der Reflexion"
de_1423,Rotaugenschild
de_1424,Turmschild
de_1425,Anfänger-Lederschild
de_1426,Elfenschild
de_1427,Ork-Schild
de_1428,"Schild des Silbernen Ritters"
de_1429,"Kleiner Schild"
de_1430,"Beschlagenes Lederschild"
de_1431,"Großer Schild"
de_1432,"Neues Camelot-Amulett"
de_1433,"Altes Amulett des Charismas"
de_1434,"Altes Amulett der Geschicklichkeit"
de_1435,"Altes Amulett der Stärke"
de_1436,"Altes Amulett der Intelligenz"
de_1437,"Altes Amulett der Weisheit"
de_1438,"Altes Amulett der Verfassung"
de_1439,"Amulett des Charismas"
de_1440,"Amulett der Geschicklichkeit"
de_1441,"Amulett der Insel der Verheißung"
de_1442,"Amulett des Ork"
de_1443,"Amulett der Stärke"
de_1444,"Amulett der Intelligenz"
de_1445,"Amulett der Weisheit"
de_1446,"Amulett der Verfassung"
de_1447,Skelett-Amulett
de_1448,"Ring der Immunität gegen Magie"
de_1449,"Ring der Macht über Polymorph"
de_1450,Anfängerring
de_1451,"Ring der Beschwörungskontrolle"
de_1452,"Ring des Wasserwiderstands"
de_1453,"Ring der Macht über Teleport"
de_1454,"Ring des Erdwiderstands"
de_1455,"Ring des Windwiderstands"
de_1456,"Ring der Magieresistenz"
de_1457,"Ring des Feuerwiderstands"
de_1458,"Alter Gürtel des Körpers"
de_1459,"Alter Gürtel der Seele"
de_1460,"Alter Gürtel des Geistes"
de_1461,"Schimmernder Gürtel des Körpers"
de_1462,"Schimmernder Gürtel der Seele"
de_1463,"Schimmernder Gürtel des Geistes"
de_1464,"Gürtel des Körpers"
de_1465,"Gürtel der Seele"
de_1466,Ogergürtel
de_1467,"Gürtel der Tapferkeit"
de_1468,"Gürtel des Geistes"
de_1469,Trollgürtel
de_1470,Lederjacke
de_1471,"Halskette des Lichts"
de_1472,"Ohrringe der Magieresistenz"
de_1473,Holzjacke
de_1474,"T-Shirt der Magieresistenz"
de_1475,"Altes Amulett des Charismas"
de_1476,"Altes Amulett der Geschicklichkeit"
de_1477,"Altes Amulett der Stärke"
de_1478,"Altes Amulett der Intelligenz"
de_1479,"Altes Amulett der Weisheit"
de_1480,"Altes Amulett der Verfassung"
de_1481,"Elfenhelm der Geschicklichkeit (Persönlich)"
de_1482,"Elfenhelm der Verfassung (Persönlich)"
de_1483,"Haube des Roten Ritters (Persönlich)"
de_1484,"Elfen-Lederhelm der Verfassung (Persönlich)"
de_1485,"Elfen-Lederhelm der Geschicklichkeit (Persönlich)"
de_1486,"Blutbefleckte Haube (Persönlich)"
de_1487,"Sukkubus-Königin"
de_1488,"Troll-Häuptling"
de_1489,"Ettin-Häuptling"
de_1490,"Blutschatten-Anführer"
de_1491,"Riesenmörderspinne"
de_1492,"Dämonen-Bogenschütze-Leutnant"
de_1493,"Mondscheinohrringe (Mitglieder)"
de_1494,"Sternenstaubohrringe"
de_1495,"Sonnenstrahlohrringe"
de_1496,"Ohrringe des Beschützers"
de_1497,"Ohrringe des Helden"
de_1498,"Ohrringe des Weisen"
de_1499,"Drachling-Speerträger"
de_1500,"Drachling-Speerträger (Elite)"
de_1501,"Drachling-Schwertträger"
de_1502,"Drachling-Schwertträger (Elite)"
de_1503,"Unidrache"
de_1504,"Erddrache"
de_1505,"I"
de_1506,"Ⅱ"
de_1507,"Ⅲ"
de_1508,"IV"
de_1509,"Ⅴ"
de_1510,"Ⅵ"
de_1511,"Geheimnis von Edin"
de_1512,"Diener [Gasthof]"
de_1513,"Geschenkbote"
de_1514,"Segen von Teon"
de_1515,"Runenstein des Glücks"
de_1516,"Geschenk für Einladenden"
de_1517,"Premium-Geschenk für Einladenden"
de_1518,"Hunters Schlachtführer"
de_1519,"Verbesserter Gegengifttrank"
