it_0,"$0 "
it_1013,"Spada larga"
it_1014,"Spada corta"
it_1015,"Spada d'argento"
it_1016,"Spada corta di nano"
it_1017,Scimitarra
it_1018,"Spada corta elfica"
it_1019,"Spada d'argento lunga"
it_1020,"Spada del cavaliere rosso"
it_1021,"Spada larga"
it_1022,"Spada dei Cavalieri oscuri"
it_1023,"Spada a una mano del novizio"
it_1024,"Spada di Damasco"
it_1025,"Pugnale dei Cavalieri oscuri"
it_1026,Katana
it_1027,Stocco
it_1028,Shamshir
it_1029,"Spada a due mani del novizio"
it_1030,"Spada a due mani"
it_1031,"Spada di Bran"
it_1032,Tsurugi
it_1033,"Spada di fuoco del cavaliere della morte"
it_1034,"Lama della rovina "
it_1035,"Gran spada"
it_1036,"Corno di Pan"
it_1037,"Corno rivestito di mithril"
it_1038,Berdica
it_1039,"Lancia d'orco"
it_1040,Roncone
it_1041,Tridente
it_1042,Sostenitore
it_1043,Asta
it_1044,Asta
it_1045,Ronco
it_1046,Falcione
it_1047,"Lancia elfica"
it_1048,"Corno rivestito di oricalco"
it_1049,"Lancia di Nestro"
it_1050,Alabarda
it_1051,Falcione
it_1052,"Lancia del novizio"
it_1053,"Lancia da guerra del Becco di corvo"
it_1054,"Spada corta elfica della resistenza magica"
it_1055,"Spada corta elfica della destrezza "
it_1056,"Bastone di cristallo"
it_1057,"Bastone del novizio"
it_1058,"Bastone di Beleth"
it_1059,"Bastone di Baphonet"
it_1060,"Bastone magico"
it_1061,"Bastone di mana"
it_1062,"Bastone di mana d'acciaio"
it_1063,"Bastone di quercia"
it_1064,"Bastone dello stregone"
it_1065,"Bastone della forza"
it_1066,Ascia
it_1067,Athame
it_1068,Clava
it_1069,Mazzafrusto
it_1070,Mazza
it_1071,"Martello d'armi"
it_1072,"Ascia d'argento"
it_1073,Berdica
it_1074,"Ascia da battaglia d'acciaio pregiato"
it_1075,"Ascia del berserker"
it_1076,"Mazza chiodata"
it_1077,"Ascia del novizio"
it_1078,"Ascia grande"
it_1079,"Arco di cacciatore"
it_1080,"Arco elfico"
it_1081,"Arco dell'orco"
it_1082,Arco
it_1083,"Arco corto"
it_1084,"Arco di pietra del novizio"
it_1085,"Arco del novizio"
it_1086,Balestra
it_1087,Yumi
it_1088,"Antico arco-fucile"
it_1089,"Arco di Venti"
it_1090,"Spada corta elfica del potere dell'incantesimo"
it_1091,"Spada corta elfica della costituzione"
it_1092,"Bastone di mana (personale)"
it_1093,"Bastone di gemme (personale)"
it_1094,"Lancia incantata"
it_1095,"Maestro mago"
it_1096,"Acia del soldato incantata"
it_1097,"Arciere magico"
it_1098,"Guerriero incantato"
it_1099,"Ragno incantato"
it_1100,"Ghul incantato"
it_1101,"Re bugbear incantato"
it_1102,"Corpo in decomposizione"
it_1103,"Legge maledetta"
it_1104,"Il tormentato"
it_1105,"Il condannato"
it_1106,"Orco incantato"
it_1107,"Anziano peculiare"
it_1108,"Ombra dell'anziano peculiare"
it_1109,"Fantasma sfortunato"
it_1110,"Ombra del fantasma sfortunato"
it_1111,"Regina dei ragni incantata"
it_1112,"Avido branditore d'ascia"
it_1113,"Artiglio del disastro"
it_1114,"Peccato infermo"
it_1115,"Baphomet incantato"
it_1116,"Pergamena della deformazione suprema"
it_1117,"Spada della speranza (personale)"
it_1118,"Spada della speranza"
it_1119,"Pozione di recupero magico"
it_1120,"Pergamena del ritorno - Sotterraneo di Maros 1F (vincolato)"
it_1121,"Pergamena del ritorno - Sotterraneo di Maros 2F (vincolato)"
it_1122,"Pergamena del ritorno - Sotterraneo di Maros 3F (vincolato)"
it_1123,"Pergamena del ritorno - Sotterraneo di Maros 4F (vincolato)"
it_1124,"Pergamena del ritorno - Sotterraneo di Maros 5F (vincolato)"
it_1125,"Pergamena del ritorno - Sotterraneo di Maros 6F (vincolato)"
it_1126,"Pergamena del ritorno - Sotterraneo di Maros 7F (vincolato)"
it_1127,"Ossa di pecora"
it_1128,"Legno secco"
it_1129,"Essenza di farina di ossa"
it_1130,Totem
it_1131,"Frammenti di totem"
it_1132,"Grande Zucca [Halloween]"
it_1133,"Biscotto di zucca [Halloween]"
it_1134,"Totem dell'orco"
it_1135,"Pietra elfica"
it_1136,"Dio dell'acqua"
it_1137,"Lettera del capo orco"
it_1138,"Antico libro degli incantesimi della magia della nebbia"
it_1139,"Cuore di pietra dell'incantesimo della nebbia"
it_1140,"Benedizione della dea della luna"
it_1141,"Pecora perduta"
it_1142,"Ali elfiche rubate"
it_1143,"Cappello di Babbo Natale"
it_1144,"Calze di Babbo Natale"
it_1145,"Regalo di Natale"
it_1146,"Regalo di Natale fortunato"
it_1147,"Giuramento temporaneo"
it_1148,"Mappa del tesoro avanzata I (Isola promessa)"
it_1149,NULL
it_1150,NULL
it_1151,NULL
it_1152,NULL
it_1153,"Mappa del tesoro avanzata I (Isola promessa)"
it_1154,"Pezzo di Mappa del tesoro avanzata I (Isola promessa)"
it_1155,"Pezzo di Mappa del tesoro avanzata II (Isola promessa)"
it_1156,"Pezzo di Mappa del tesoro avanzata III (Isola promessa)"
it_1157,"Pezzo di Mappa del tesoro avanzata IV (Isola promessa)"
it_1158,NULL
it_1159,NULL
it_1160,NULL
it_1161,NULL
it_1162,NULL
it_1163,NULL
it_1164,NULL
it_1165,NULL
it_1166,NULL
it_1167,NULL
it_1168,NULL
it_1169,NULL
it_1170,NULL
it_1171,NULL
it_1172,NULL
it_1173,NULL
it_1174,NULL
it_1175,NULL
it_1176,NULL
it_1177,NULL
it_1178,NULL
it_1179,NULL
it_1180,NULL
it_1181,NULL
it_1182,"Re ungoliante"
it_1183,"Capo Coboldo"
it_1184,"Monarca cerbero"
it_1185,"Capo goblin"
it_1186,"Capo hobgoblin"
it_1187,"Generale scheletro d'elite"
it_1188,"Generale scheletro mago d'elite"
it_1189,"Generale scheletro boscaiolo d'elite"
it_1190,"Generale scheletro arciere d'elite"
it_1191,"Generale scheletro lanciere d'elite"
it_1192,"Tenente scheletro"
it_1193,"Tenente scheletro mago"
it_1194,"Tenente scheletro boscaiolo"
it_1195,"Tenente scheletro arciere"
it_1196,"Tenente scheletro lanciere"
it_1197,"Lupo mannaro alfa"
it_1198,"Elite di occhio fluttuante"
it_1199,"Licantropo alfa"
it_1200,"Capo zombie"
it_1201,"Monarca shelob"
it_1202,"Elite di golem di pietra"
it_1203,"Capo fantasma"
it_1204,"Capo orco"
it_1205,"Capo ghul"
it_1206,"Elite di melma"
it_1207,"Capo orco"
it_1208,"Capo orco mago"
it_1209,"Capo orco arciere"
it_1210,"Capo orco lottatore"
it_1211,"Monarca Thri Keen"
it_1212,"Monarca bugbear"
it_1213,"Elite Ombra notturna"
it_1214,"Elite nano"
it_1215,"Elite nano guerriero"
it_1216,"Mappa del tesoro"
it_1217,"Mappa del tesoro avanzata"
it_1218,"Monarca lolth"
it_1219,"Tenente drow"
it_1220,"Tenente grunt orco"
it_1221,"Tenente guardia orco"
it_1222,"Tenente orco balestriere"
it_1223,"Capo orco sciamano"
it_1224,"Capo orco zombie"
it_1225,"Pergamena polimorfa Livello 1"
it_1226,"Pergamena polimorfa Livello 2"
it_1227,"Pergamena polimorfa Livello 3"
it_1228,"Pergamena polimorfa Livello 4"
it_1229,"Pergamena polimorfa Livello 5"
it_1230,"Pergamena polimorfa Livello 6"
it_1231,"Cristallo dello spirito"
it_1232,"Cristallo speciale dello spirito (terra)"
it_1233,"Cristallo speciale dello spirito (acqua)"
it_1234,"Cristallo speciale dello spirito (vento)"
it_1235,"Cristallo speciale dello spirito (fuoco)"
it_1236,NULL
it_1237,NULL
it_1238,NULL
it_1239,NULL
it_1240,NULL
it_1241,NULL
it_1242,NULL
it_1243,NULL
it_1244,NULL
it_1245,NULL
it_1246,NULL
it_1247,NULL
it_1248,NULL
it_1249,"Pergamena polimorfa lacera avanzata(vincolata)"
it_1250,"Pergamena della deformazione avanzata (vincolata)"
it_1251,"Essenza del polimorfo"
it_1252,"Congegno magico di Meilin"
it_1253,NULL
it_1254,NULL
it_1255,vincolato
it_1256,"Lupo mannaro assetato di sangue"
it_1257,"Mostro assestato di sangue"
it_1258,"Lupo mannaro assetato di sangue alfa"
it_1259,"Capo Mostro assestato di sangue"
it_1260,"Scudo del cavaliere cremisi"
it_1261,"Capo Succube"
it_1262,"Capo Coccatrice"
it_1263,Vecchio
it_1264,scintillanti
it_1265,Amy[Moda]
it_1266,Avido
it_1267,"[Arena caotica]"
it_1268,[Mercato]
it_1269,"[Conversione attributi]"
it_1270,"Scatola regalo crescita personaggi"
it_1271,"Pietra sacra della speranza"
it_1272,"Protezione del Tempio di Parth"
it_1273,"Anello della pace"
it_1274,"Arma potente di Zese"
it_1275,"Pergamena d'incanto per armi (esclusiva missioni)"
it_1276,"Giuramento sigillato (15 giorni)"
it_1277,Gloria
it_1278,"Pietra di rune magiche"
it_1279,"Tinta magica"
it_1280,"Tinta magica speciale"
it_1281,"Predatore malvagio"
it_1282,"Scheletro arciere dell'oscurità"
it_1283,"Scheletro mago dell'oscurità"
it_1284,"Tenente scheletro arciere dell'oscurità"
it_1285,"Tenente scheletro mago dell'oscurità"
it_1286,"Ombra insanguinata"
it_1287,"Ragno assassino"
it_1288,"Demone arciere"
it_1289,"Set del cavaliere rosso"
it_1290,"Set del cavaliere della morte"
it_1291,"Set di Bran"
it_1292,"Set di pelle"
it_1293,"Set dell'orco"
it_1294,"Set del nano"
it_1295,"Set di pelle borchiata"
it_1296,"Set di ossa"
it_1297,"Set dello stregone"
it_1298,"Set di ferro"
it_1299,"Sandali di pelle borchiata"
it_1300,"Cappello di pelle"
it_1301,"Elmetto di pelle"
it_1302,"Visiera di ferro"
it_1303,"Cappuccio del cavaliere"
it_1304,"Visiera del cavaliere"
it_1305,"Elmo di ferro del nano"
it_1306,"Elmo antico del vento"
it_1307,"Elmo del cavaliere della morte"
it_1308,"Elmo della resistenza magica"
it_1309,"Cappello dello stregone"
it_1310,"Elmo della magia: velocità"
it_1311,"Elmo della magia: guarigione"
it_1312,"Elmo della magia: potenza"
it_1313,"Cappello di Svipdag"
it_1314,Corona
it_1315,"Elmo elfico della destrezza"
it_1316,"Elmo del vento"
it_1317,"Elmo del Re Attila"
it_1318,"Cappello di Sauroner"
it_1319,"Visione notturna"
it_1320,"Cappuccio del cavaliere rosso"
it_1321,"Elmo di pelle del novizio"
it_1322,"Cappello di Skuld"
it_1323,"Benedizione dell'olmo"
it_1324,"Elmo dell'orco"
it_1325,"Elmo di pelle dell'elfo"
it_1326,"Elmo della scurovisione"
it_1327,"Cappello chiodato di pelle"
it_1328,"Elmo elfico della costituzione"
it_1329,"Cappello di Endor"
it_1330,"Elmo di Bran"
it_1331,"Cerchietto di Niviane"
it_1332,Elmo
it_1333,"Elmetto d'osso"
it_1334,"Ala dorata della formica regina gigante"
it_1335,"Ala argentata della formica regina gigante"
it_1336,"Mantello del nano"
it_1337,"Mantello terrestre"
it_1338,"Mantello di mana"
it_1339,"Mantello della resistenza magica"
it_1340,"Mantello d'acqua"
it_1341,"Mantello del vento"
it_1342,"Mantello protettivo"
it_1343,"Mantello del cavaliere rosso"
it_1344,"Mantello rosso"
it_1345,"Mantello di fuoco"
it_1346,"Mantello dell'orco"
it_1347,"Mantello dell'elfo"
it_1348,"Mantello d'argento"
it_1349,"Mantello dell'invisibilità"
it_1350,"Mantello del trasferimento"
it_1351,"Mantello impermeabile"
it_1352,"T-Shirt del novizio"
it_1353,T-shirt
it_1354,"Armatura di lame"
it_1355,"Canotta di pelle"
it_1356,"Cotta in maglia di ferro a piastre"
it_1357,"Cotta di maglia ad anello"
it_1358,"Armatura di legno"
it_1359,"Armatura del cavaliere della morte"
it_1360,"Cotta di maglia a fasce"
it_1361,"Cotta di maglia della resistenza magica"
it_1362,"Abbigliamento dello stregone"
it_1363,"Tonaca di cotone"
it_1364,"Anello di cotta con stecche"
it_1365,"Armatura di Baphonet"
it_1366,"Armatura del Re Attila"
it_1367,"Canotta di pelle con cintura"
it_1368,"Cotta di maglia a squame"
it_1369,"Armatura d'ossa"
it_1370,"Cotta di maglia a catena"
it_1371,"Armatura di pelle del novizio"
it_1372,"Cotta in maglia di cristallo a piastre"
it_1373,"Cotta di maglia ad anelli degli orchi"
it_1374,"Cotta di maglia a catena degli orchi"
it_1375,"Cotta di maglia a catena dell'elfo"
it_1376,"Cotta di maglia a piastre elfica"
it_1377,"Pettorina elfica"
it_1378,"Canotta di pelle dura"
it_1379,"Armatura di pelle chiodata"
it_1380,"Canotta di pelle chiodata"
it_1381,"Cotta in maglia di bronzo a piastre"
it_1382,"Armatura di Bran"
it_1383,"Tonaca di Niviane"
it_1384,"Cotta di maglia"
it_1385,"Guanti di pelle"
it_1386,"Guanti di ferro"
it_1387,"Guanti del cavaliere della morte"
it_1388,"Guanti del Re Attila"
it_1389,"Guanti da protezione"
it_1390,"Guanti dello spirito dell'acqua"
it_1391,"Guanti di pelle del novizio"
it_1392,"Guanti da neve"
it_1393,"Guanti di cristallo"
it_1394,"Guanti dello spirito terrestre"
it_1395,"Guanti dello spirito del fuoco"
it_1396,Guanti
it_1397,"Guanti di Bran"
it_1398,"Guanti di Niviane"
it_1399,"Guanti del potere"
it_1400,"Guanti dello spirito del vento"
it_1401,Parabraccio
it_1402,"Stivali di pelle"
it_1403,"Sandali di pelle"
it_1404,"Stivali di ferro"
it_1405,"Stivali del cavaliere della morte"
it_1406,"Stivali del Re Attila"
it_1407,"Stivali di Beleth"
it_1408,"Stivali alti"
it_1409,"Sandali di pelle del novizio"
it_1410,"Stivali subacquei"
it_1411,"Stivali bassi"
it_1412,"Stivali di Bran"
it_1413,"Stivali di Niviane"
it_1414,"Sandali dell'anziano oscuro"
it_1415,"Scudo di pelle"
it_1416,"Scudo di ferro"
it_1417,"Scudo di ossa"
it_1418,"Scudo di legno"
it_1419,"Scudo rotondo del nano"
it_1420,"Palla di cristallo di mana"
it_1421,"Libro di poteri magici"
it_1422,"Scudo della riflessione"
it_1423,"Scudo dagli occhi rossi"
it_1424,"Scudo della torre"
it_1425,"Scudo di pelle del novizio"
it_1426,"Scudo elfico"
it_1427,"Scudo dell'orco"
it_1428,"Scudo del cavaliere d'argento"
it_1429,"Scudo piccolo"
it_1430,"Scudo chiodato di pelle"
it_1431,"Scudo grande"
it_1432,"Nuovo amuleto di Camelot"
it_1433,"Vecchio amuleto del carisma"
it_1434,"Vecchio amuleto della destrezza"
it_1435,"Vecchio amuleto della forza"
it_1436,"Vecchio amuleto dell'intelligenza"
it_1437,"Vecchio amuleto della saggezza"
it_1438,"Vecchio amuleto della costituzione"
it_1439,"Amuleto del carisma"
it_1440,"Amuleto della destrezza"
it_1441,"Amuleto dell'isola promessa"
it_1442,"Amuleto dell'orco"
it_1443,"Amuleto della forza"
it_1444,"Amuleto dell'intelligenza"
it_1445,"Amuleto della saggezza"
it_1446,"Amuleto della costituzione"
it_1447,"Scheletro amuleto"
it_1448,"Anello dell'immunità alla magia"
it_1449,"Anello del controllo polimorfo"
it_1450,"Anello del novizio"
it_1451,"Anello del controllo d'evocazione"
it_1452,"Anello della resistenza all'acqua"
it_1453,"Anello del controllo del teletrasporto"
it_1454,"Anello della resistenza terrestre"
it_1455,"Anello della resistenza al vento"
it_1456,"Anello della resistenza magica"
it_1457,"Anello della resistenza al fuoco"
it_1458,"Vecchia cintura del corpo"
it_1459,"Vecchia cintura dell'anima"
it_1460,"Vecchia cintura della mente"
it_1461,"Cintura brillante del corpo"
it_1462,"Cintura brillante dell'anima"
it_1463,"Cintura brillante della mente"
it_1464,"Cintura del corpo"
it_1465,"Cintura dell'anima"
it_1466,"Cintura del mostro"
it_1467,"Cintura del coraggio"
it_1468,"Cintura della mente"
it_1469,"Cintura del troll"
it_1470,"Giacca di pelle"
it_1471,"Collana della luce"
it_1472,"Orecchini della resistenza magica"
it_1473,"Giacca di legno"
it_1474,"T-shirt della resistenza magica"
it_1475,"Vecchio amuleto del carisma"
it_1476,"Vecchio amuleto della destrezza"
it_1477,"Vecchio amuleto della forza"
it_1478,"Vecchio amuleto dell'intelligenza"
it_1479,"Vecchio amuleto della saggezza"
it_1480,"Vecchio amuleto della costituzione"
it_1481,"Elmo elfico della destrezza (personale)"
it_1482,"Elmo elfico della costituzione (personale)"
it_1483,"Cappuccio del cavaliere rosso (personale)"
it_1484,"Elmo elfico di pelle della costituzione (personale)"
it_1485,"Elmo elfico di pelle della destrezza (personale)"
it_1486,"Cappuccio macchiato di sangue (personale)"
it_1487,"Regina dei succubi"
it_1488,"Capo troll"
it_1489,"Capo Ettin"
it_1490,"Leader delle ombre insanguinate"
it_1491,"Ragno assassino gigante"
it_1492,"Luogotenente arciere demoniaco"
it_1493,"Orecchini del Chiaro di luna (Membri)"
it_1494,"Orecchini della Polvere di stelle"
it_1495,"Orecchini del Raggio di sole"
it_1496,"Orecchini del Protettore"
it_1497,"Orecchini dell'Eroe"
it_1498,"Orecchini del Sapiente"
it_1499,"Lanciere dragoide"
it_1500,"Lanciere dragoide d'élite"
it_1501,"Spadaccino dragoide"
it_1502,"Spadaccino dragoide d'élite"
it_1503,"Dragone Uni"
it_1504,"Dragone Terra"
it_1505,"I"
it_1506,"Ⅱ"
it_1507,"Ⅲ"
it_1508,"IV"
it_1509,"Ⅴ"
it_1510,"Ⅵ"
it_1511,"Segreti di Edin"
it_1512,"Servo [Locanda]"
it_1513,"Emissario di doni"
it_1514,"Benedizione da Teon"
it_1515,"Pietra di rune della fortuna"
it_1516,"Dono per il mittente"
it_1517,"Dono premium per il mittente"
it_1518,"Guida di battaglia di Hunter"
it_1519,"Pozione antidoto avanzata"
it_1520,"Cassandra Zuhause"
it_1521,"Sotterraneo dell'isola promessa"
it_1522,"Sotterraneo di Maros"
it_1523,"Sotterraneo elfico"
it_1524,"Elbereth Zuhause"
it_1525,"Alla Montagna di Drake"
it_1526,"Al Giardino elfico"
it_1527,"Sotterraneo della Montagna"
it_1528,"Gloria[Mercato]"
it_1529,"Alla Regione di Maros"
it_1530,"Alla Terra della Natura"
it_1531,蜥蜴人弓箭手
it_1532,蠍子頭目
it_1533,巴西利斯克頭目
it_1534,哈爾皮埃頭目
it_1535,蜥蜴人頭目
it_1536,白蟻頭目
it_1537,刺蟻頭目
it_1538,蜥蜴人弓箭手頭目
it_1539,沙漠毒蠍
it_1540,銀紋斗篷
it_1541,紅紋斗篷
it_1542,一等變形卷軸（魔化）
it_1543,二等變形卷軸（魔化）
it_1544,三等變形卷軸（魔化）
it_1545,四等變形卷軸（魔化）
it_1546,五等變形卷軸（魔化）
it_1547,六等變形卷軸（魔化）
it_1548,高級變形卷軸（魔化）
it_1549,秘銀劍
it_1550,蠍子毒液
it_1551,藥物
it_1552,蜥蜴人皮
it_1553,通行證
it_1554,毒箭
it_1555,毒矛
it_1556,Gol
it_1557,Granny
it_1558,General
it_1559,Orrick
it_1560,Marin
it_1561,Harbert
it_1562,Mysterious
it_1563,Gia[Item Shop]
it_1564,Kirsten[Potions]
it_1565,Upton[Armor Shop]
it_1566,Nelson[Weapon Shop]
it_1567,Geffroi[Warehouse]
it_1568,Sala[Item Shop]
it_1569,Camilla[Potions]
it_1570,Raymond[Armor Shop]
it_1571,Skot[Weapon Shop]
it_1572,Josclyn[Warehouse]
it_1573,Otelin[Enchant]
it_1574,Matilda[Market]
it_1575,Camellia[Item Shop]
it_1576,Maris[Potions]
it_1577,Emma[Armor Shop]
it_1578,Gareth[Weapon Shop]
it_1579,Tybalt[Warehouse]
it_1580,Villiame[Enchant]
it_1581,Juliana[Market]
it_1582,Siu[Trader in the Oasis]
it_1583,通往沙棘木地區
