fr_0,"$0 "
fr_985,"Parchemin de téléportation (restreint)"
fr_986,"Parchemin de suppression de malédiction (restreint)"
fr_987,"Parchemin d'identification (restreint)"
fr_988,"Aiguisoir (restreint)"
fr_989,"Parchemin d'enchantement d'arme (restreint)"
fr_990,"Parchemin d'enchantement d'armure (restreint)"
fr_991,"Clé en bois de l'enfer"
fr_992,"Clé de sang noir"
fr_993,"Parchemin de déformation avancé"
fr_994,"Parchemin de déformation ultime"
fr_995,"Cadeau du sage"
fr_996,"Cadeau de Teon (60 jours)"
fr_997,"Parchemin de protection supérieure (Arme)"
fr_998,NULL
fr_999,NULL
fr_1000,"Dague orque"
fr_1001,"Dague cubique"
fr_1002,"Corps d'épée courte"
fr_1003,Dague
fr_1004,"Dague elfique"
fr_1005,"Dague de novice"
fr_1006,"Dague en mithril"
fr_1007,"Dague en orichalque"
fr_1008,"Épée maudite de Bran"
fr_1009,"Corps d'épée longue"
fr_1010,"Poignée d'épée en orichalque"
fr_1011,"Épée courte orque"
fr_1012,"Destructeur de maille"
fr_1013,"Épée longue"
fr_1014,"Épée courte"
fr_1015,"Épée en argent"
fr_1016,"Épée courte de nain"
fr_1017,Cimeterre
fr_1018,"Épée courte elfique"
fr_1019,"Épée longue en argent"
fr_1020,"Épée du chevalier rouge"
fr_1021,"Épée longue"
fr_1022,"Épée des chevaliers noirs"
fr_1023,"Épée à une main de novice"
fr_1024,"Épée de Damas"
fr_1025,"Dague des chevaliers noirs"
fr_1026,Katana
fr_1027,Rapière
fr_1028,Shamshir
fr_1029,"Épée à deux mains de novice"
fr_1030,"Épée à deux mains"
fr_1031,"Épée de Bran"
fr_1032,Tsurugi
fr_1033,"Épée de feu du chevalier de la mort"
fr_1034,"Lame de la mort"
fr_1035,"Grande épée"
fr_1036,"Cor de Pan"
fr_1037,"Corne recouverte de mithril"
fr_1038,Bardiche
fr_1039,"Lance orque"
fr_1040,"Bill Guisarme"
fr_1041,Trident
fr_1042,Partisan
fr_1043,Lance
fr_1044,Lance
fr_1045,Guisarme
fr_1046,Glaive
fr_1047,"Lance elfique"
fr_1048,"Corne recouverte d'orichalque"
fr_1049,"Lance de Nestro"
fr_1050,Hallebarde
fr_1051,Fauchard
fr_1052,"Lance de novice"
fr_1053,"Lance de guerre bec de corbeau"
fr_1054,"Épée courte elfique de résistance magique"
fr_1055,"Épée courte elfique de dextérité"
fr_1056,"Bâton en cristal"
fr_1057,"Bâton de novice"
fr_1058,"Bâton de Beleth"
fr_1059,"Bâton de Baphomet"
fr_1060,"Bâton de sorcellerie"
fr_1061,"Bâton de mana"
fr_1062,"Bâton de mana en acier"
fr_1063,"Bâton en chêne"
fr_1064,"Bâton de sorcier"
fr_1065,"Bâton de force"
fr_1066,Hache
fr_1067,Athamé
fr_1068,Club
fr_1069,Fléau
fr_1070,Massue
fr_1071,"Marteau de guerre"
fr_1072,"Hache en argent"
fr_1073,"Hache de combat"
fr_1074,"Bonne hache de combat en acier"
fr_1075,"Hache de fou furieux"
fr_1076,"Étoile du matin"
fr_1077,"Hache de novice"
fr_1078,"Grande hache"
fr_1079,"Arc de chasseur"
fr_1080,"Arc elfique"
fr_1081,"Arc orque"
fr_1082,Arc
fr_1083,"Arc court"
fr_1084,"Arc de pierre de novice"
fr_1085,"Arc de novice"
fr_1086,Arbalète
fr_1087,Yumi
fr_1088,"Lance-flèche ancienne"
fr_1089,"Arc de Venti"
fr_1090,"Épée courte elfique de puissance de sort"
fr_1091,"Épée courte elfique de constitution"
fr_1092,"Bâton de mana (Personnel)"
fr_1093,"Bâton de gemme (Personnel)"
fr_1094,"Lance enchantée"
fr_1095,"Maître magicien"
fr_1096,"Hache de soldat enchanté"
fr_1097,"Archer magique"
fr_1098,"Guerrier enchanté"
fr_1099,"Araignée enchantée"
fr_1100,"Goule enchanté"
fr_1101,"Roi Bugbear enchanté"
fr_1102,"Corps décomposé"
fr_1103,"Loi maudite"
fr_1104,L'infecté
fr_1105,"Le condamné"
fr_1106,"Ogre enchanté"
fr_1107,"Vieillard étrange"
fr_1108,"Ombre du Vieillard étrange"
fr_1109,"Fantôme malchanceux"
fr_1110,"Ombre du Fantôme malchanceux"
fr_1111,"Reine enchantée des araignées"
fr_1112,"Manieur de hache cupide"
fr_1113,"Croc du désastre"
fr_1114,"Péché dégoutant"
fr_1115,"Baphomet enchanté"
fr_1116,"Parchemin de déformation ultime"
fr_1117,"Épée de l'espoir (Personnelle)"
fr_1118,"Épée de l'espoir"
fr_1119,"Potion de récupération magique"
fr_1120,"Parchemin de retour - 1E Donjon de maros (restreint)"
fr_1121,"Parchemin de retour - 2E Donjon de maros (restreint)"
fr_1122,"Parchemin de retour - 3E Donjon de maros (restreint)"
fr_1123,"Parchemin de retour - 4E Donjon de maros (restreint)"
fr_1124,"Parchemin de retour - 5E Donjon de maros (restreint)"
fr_1125,"Parchemin de retour - 6E Donjon de maros (restreint)"
fr_1126,"Parchemin de retour - 7E Donjon de maros (restreint)"
fr_1127,"Os de mouton"
fr_1128,Deadwood
fr_1129,"Repas d'essence d'os"
fr_1130,Totem
fr_1131,"Fragments de totem"
fr_1132,"Grande citrouille [Halloween]"
fr_1133,"Biscuit de citrouille [Halloween]"
fr_1134,"Totem d'orque"
fr_1135,"Pierre elfique"
fr_1136,"Dieu de l'eau"
fr_1137,"Lettre du Chef des orques"
fr_1138,"Ancien livre de sorts magiques de brouillard"
fr_1139,"Cœur de pierre du sort de brouillard"
fr_1140,"Bénédiction de la déesse de la lune"
fr_1141,"Brebis perdue"
fr_1142,"Ailes d'elfe volées"
fr_1143,"Chapeau du Père Noël"
fr_1144,"Chaussettes du Père Noël"
fr_1145,"Cadeau de Noël"
fr_1146,"Cadeau de chance de Noël"
fr_1147,"Serment temporaire"
fr_1148,"Carte au trésor avancée (Île promise)"
fr_1149,NULL
fr_1150,NULL
fr_1151,NULL
fr_1152,NULL
fr_1153,"Carte au trésor avancée (Île promise)"
fr_1154,"Morceau de carte au trésor avancée I (Île promise)"
fr_1155,"Morceau de carte au trésor avancée II (Île promise)"
fr_1156,"Morceau de carte au trésor avancée III (Île promise)"
fr_1157,"Morceau de carte au trésor avancée IV (Île promise)"
fr_1158,NULL
fr_1159,NULL
fr_1160,NULL
fr_1161,NULL
fr_1162,NULL
fr_1163,NULL
fr_1164,NULL
fr_1165,NULL
fr_1166,NULL
fr_1167,NULL
fr_1168,NULL
fr_1169,NULL
fr_1170,NULL
fr_1171,NULL
fr_1172,NULL
fr_1173,NULL
fr_1174,NULL
fr_1175,NULL
fr_1176,NULL
fr_1177,NULL
fr_1178,NULL
fr_1179,NULL
fr_1180,NULL
fr_1181,NULL
fr_1182,"Monarque Ungoliant"
fr_1183,"Chef de clan Kobold"
fr_1184,"Monarque Cerbère"
fr_1185,"Chef gobelin"
fr_1186,"Chef Hobgoblin"
fr_1187,"Général squelette d'élite"
fr_1188,"Général mage squelette d'élite"
fr_1189,"Général bourreau squelette d'élite"
fr_1190,"Général archer squelette d'élite"
fr_1191,"Général squelette armé de lance"
fr_1192,"Lieutenant squelette"
fr_1193,"Lieutenant mage squelette"
fr_1194,"Lieutenant bourreau squelette"
fr_1195,"Lieutenant archer squelette"
fr_1196,"Lieutenant squelette armé de lance"
fr_1197,"Loup-garou dominant"
fr_1198,"Œil flottant d'élite"
fr_1199,"Lycanthrope dominant"
fr_1200,"Chef des zombies"
fr_1201,"Monarque Araigne"
fr_1202,"Golem de pierre d'élite"
fr_1203,"Chef Ghast"
fr_1204,"Chef de clan ogre"
fr_1205,"Chef des goules"
fr_1206,"Vase d'élite"
fr_1207,"Chef de clan orque"
fr_1208,"Chef de clan mage orque"
fr_1209,"Chef de clan archer orque"
fr_1210,"Chef de clan guerrier orque"
fr_1211,"Monarque Thri Keen"
fr_1212,"Monarque Bugbear"
fr_1213,"Belladone d'élite"
fr_1214,"Nain d'élite"
fr_1215,"Guerrier nain d'élite"
fr_1216,"Carte au trésor"
fr_1217,"Carte au trésor avancée"
fr_1218,"Monarque Lolth"
fr_1219,"Lieutenant Drow"
fr_1220,"Lieutenant soldat orque"
fr_1221,"Lieutenant garde orque"
fr_1222,"Lieutenant arbalète orque"
fr_1223,"Chef de clan shaman orque"
fr_1224,"Chef de clan zombie orque"
fr_1225,"Parchemin polymorphe niv. 1"
fr_1226,"Parchemin polymorphe niv. 2"
fr_1227,"Parchemin polymorphe niv. 3"
fr_1228,"Parchemin polymorphe niv. 4"
fr_1229,"Parchemin polymorphe niv. 5"
fr_1230,"Parchemin polymorphe niv. 6"
fr_1231,"Cristal d'esprit"
fr_1232,"Cristal d'esprit spécial (Terre)"
fr_1233,"Cristal d'esprit spécial (Eau)"
fr_1234,"Cristal d'esprit spécial (Vent)"
fr_1235,"Cristal d'esprit spécial (Feu)"
fr_1236,NULL
fr_1237,NULL
fr_1238,NULL
fr_1239,NULL
fr_1240,NULL
fr_1241,NULL
fr_1242,NULL
fr_1243,NULL
fr_1244,NULL
fr_1245,NULL
fr_1246,NULL
fr_1247,NULL
fr_1248,NULL
fr_1249,"Parchemin déchiré de Polymorphe avancé(lié)"
fr_1250,"Parchemin de déformation avancé (lié)"
fr_1251,"Essence de polymorphe"
fr_1252,"Appareil magique de Meilin"
fr_1253,NULL
fr_1254,NULL
fr_1255,restreint
fr_1256,"Loup-garou sanguinaire"
fr_1257,"Ogre sanguinaire"
fr_1258,"Loup-garou sanguinaire dominant"
fr_1259,"Chef de clan Ogre sanguinaire"
fr_1260,"Bouclier du chevalier écarlate"
fr_1261,"Chef Succube"
fr_1262,"Chef Cocatrix"
fr_1263,Vieux
fr_1264,Brillant
fr_1265,Amy[Mode]
fr_1266,Cupide
fr_1267,"[Arène chaotique]"
fr_1268,[Marché]
fr_1269,"[Conversion d'attribut]"
fr_1270,"Boîte cadeau d'évolution de personnage"
fr_1271,"Pierre sacrée de l'espoir"
fr_1272,"Protection du temple de Parth"
fr_1273,"Bague de la paix"
fr_1274,"Arme redoutable de Zese"
fr_1275,"Parchemin d'enchantement d'arme (exclusivité de quête)"
fr_1276,"Serment cacheté (15 jours)"
fr_1277,Gloria
fr_1278,"Pierre de rune magique"
fr_1279,"Teinture magique"
fr_1280,"Teinture magique spéciale"
fr_1281,"Prédateur maléfique"
fr_1282,"Archer squelette ténébreux"
fr_1283,"Mage squelette ténébreux"
fr_1284,"Lieutenant archer squelette ténébreux"
fr_1285,"Lieutenant mage squelette ténébreux"
fr_1286,"Ombre sanguinaire"
fr_1287,"Araignée tueuse"
fr_1288,"Archer démon"
fr_1289,"Ensemble du chevalier écarlate"
fr_1290,"Ensemble du Chevalier de la mort"
fr_1291,"Ensemble de Bran"
fr_1292,"Ensemble en cuir"
fr_1293,"Ensemble des orques"
fr_1294,"Ensemble des nains"
fr_1295,"Ensemble en cuir clouté"
fr_1296,"Ensemble en os"
fr_1297,"Ensemble de sorcier"
fr_1298,"Ensemble en fer"
fr_1299,"Sandales cloutées en cuir"
fr_1300,"Chapeau en cuir"
fr_1301,"Heaume en cuir"
fr_1302,"Viseur en fer"
fr_1303,"Capuche du chevalier"
fr_1304,"Viseur du chevalier"
fr_1305,"Heaume en fer de nain"
fr_1306,"Ancien heaume du vent"
fr_1307,"Heaume du Chevalier de la mort"
fr_1308,"Heaume de résistance magique"
fr_1309,"Chapeau de sorcier"
fr_1310,"Heaume magique : vitesse"
fr_1311,"Heaume de magie : guérison"
fr_1312,"Heaume de magie : puissance"
fr_1313,"Chapeau de Svipdag"
fr_1314,Couronne
fr_1315,"Heaume elfique de dextérité"
fr_1316,"Heaume du vent"
fr_1317,"Heaume du roi Attila"
fr_1318,"Chapeau de Sauron"
fr_1319,"Vision nocturne"
fr_1320,"Capuche du chevalier rouge"
fr_1321,"Heaume de novice en cuir"
fr_1322,"Chapeau de Skuld"
fr_1323,"Bénédiction d'Elm"
fr_1324,"Heaume orque"
fr_1325,"Heaume elfique en cuir"
fr_1326,"Heaume de vision infrarouge"
fr_1327,"Chapeau clouté en cuir"
fr_1328,"Heaume elfique de constitution"
fr_1329,"Chapeau d'Endor"
fr_1330,"Heaume de Bran"
fr_1331,"Bandeau de Niviane"
fr_1332,Heaume
fr_1333,"Heaume en os"
fr_1334,"Aile dorée de la reine géante des fourmis"
fr_1335,"Aile argentée de la reine géante des fourmis"
fr_1336,"Cape de nain"
fr_1337,"Cape de terre"
fr_1338,"Cape de mana"
fr_1339,"Cape de résistance magique"
fr_1340,"Cape de l'eau"
fr_1341,"Cape du vent"
fr_1342,"Cape de protection"
fr_1343,"Cape du chevalier rouge"
fr_1344,"Cape rouge"
fr_1345,"Cape de feu"
fr_1346,"Cape orque"
fr_1347,"Cape elfique"
fr_1348,"Cape en argent"
fr_1349,"Cape d'invisibilité"
fr_1350,"Cape de déplacement"
fr_1351,"Cape de ciré"
fr_1352,"T-shirt de novice"
fr_1353,T-shirt
fr_1354,"Armure en cuir"
fr_1355,"Gilet en cuir"
fr_1356,"Plaques de mailles en fer"
fr_1357,"Mailles en anneaux"
fr_1358,"Armure en bois"
fr_1359,"Armure du chevalier de la mort"
fr_1360,"Bandes de mailles"
fr_1361,"Cotte de mailles de résistance magique"
fr_1362,"Vêtements de sorcier"
fr_1363,"Peignoir en coton"
fr_1364,"Éclisse de mailles"
fr_1365,"Armure de Baphomet"
fr_1366,"Armure du roi Attila"
fr_1367,"Gilet en cuir avec ceinture"
fr_1368,"Mailles d'écailles"
fr_1369,"Armure en os"
fr_1370,"Cotte de mailles"
fr_1371,"Armure en cuir de novice"
fr_1372,"Plaques de mailles en cristal"
fr_1373,"Mailles en anneaux orques"
fr_1374,"Cotte de mailles orques"
fr_1375,"Cottes de mailles elfiques"
fr_1376,"Plaques de mailles elfiques"
fr_1377,"Plastron elfique"
fr_1378,"Gilet en cuir dur"
fr_1379,"Armure cloutée en cuir"
fr_1380,"Gilet clouté en cuir"
fr_1381,"Plaques de mailles en bronze"
fr_1382,"Armure de Ban"
fr_1383,"Robe de Niviane"
fr_1384,"Plaques de mailles"
fr_1385,"Gants en cuir"
fr_1386,"Gants en fer"
fr_1387,"Gants du chevalier de la mort"
fr_1388,"Gants du roi Attila"
fr_1389,"Gants de protection"
fr_1390,"Gants de l'esprit aquatique"
fr_1391,"Gants en cuir de novice"
fr_1392,"Gants de neige"
fr_1393,"Gants de cristal"
fr_1394,"Gants de l'esprit de la terre"
fr_1395,"Gants de l'esprit du feu"
fr_1396,Gants
fr_1397,"Gants de Bran"
fr_1398,"Gants de Nivaine"
fr_1399,"Gants du pouvoir"
fr_1400,"Gants de l'esprit du vent"
fr_1401,"Bracelet d'archer"
fr_1402,"Bottes en cuir"
fr_1403,"Sandales en cuir"
fr_1404,"Bottes en fer"
fr_1405,"Bottes du chevalier de la mort"
fr_1406,"Bottes du roi Attila"
fr_1407,"Bottes de Beleth"
fr_1408,"Bottes élevées"
fr_1409,"Sandales en cuir de novice"
fr_1410,"Bottes sous-marines"
fr_1411,"Bottes basses"
fr_1412,"Bottes de Bran"
fr_1413,"Bottes de Nivaine"
fr_1414,"Sandales du sage sombre"
fr_1415,"Bouclier en cuir"
fr_1416,"Bouclier en fer"
fr_1417,"Bouclier en os"
fr_1418,"Bouclier en bois"
fr_1419,"Bouclier rond de nain"
fr_1420,"Boule de cristal de mana"
fr_1421,"Livres des pouvoirs magiques"
fr_1422,"Bouclier de reflet"
fr_1423,"Bouclier à l'œil rouge"
fr_1424,"Bouclier de la tour"
fr_1425,"Bouclier en cuir de novice"
fr_1426,"Bouclier elfique"
fr_1427,"Bouclier orque"
fr_1428,"Bouclier du chevalier argenté"
fr_1429,"Petit bouclier"
fr_1430,"Bouclier clouté en cuir"
fr_1431,"Grand bouclier"
fr_1432,"Amulette de New Camelot"
fr_1433,"Ancienne amulette de charisme"
fr_1434,"Ancienne amulette de dextérité"
fr_1435,"Ancienne amulette de force"
fr_1436,"Ancienne amulette d'intelligence"
fr_1437,"Ancienne amulette de sagesse"
fr_1438,"Ancienne amulette de constitution"
fr_1439,"Amulette de charisme"
fr_1440,"Amulette de dextérité"
fr_1441,"Amulette de l'île promise"
fr_1442,"Amulette du guerrier"
fr_1443,"Amulette de force"
fr_1444,"Amulette d'intelligence"
fr_1445,"Amulette de sagesse"
fr_1446,"Amulette de constitution"
fr_1447,"Amulette de squelette"
fr_1448,"Anneau d'immunité magique"
fr_1449,"Anneau de contrôle polymorphe"
fr_1450,"Anneau de novice"
fr_1451,"Anneau de contrôle d'invocation"
fr_1452,"Anneau de résistance à l'eau"
fr_1453,"Anneau de contrôle de téléportation"
fr_1454,"Anneau de résistance à la terre"
fr_1455,"Anneau de résistance au vent"
fr_1456,"Anneau de résistance magique"
fr_1457,"Anneau de résistance au feu"
fr_1458,"Ancienne ceinture de poignée"
fr_1459,"Ancienne ceinture de l'âme"
fr_1460,"Ancienne ceinture de l'esprit"
fr_1461,"Ceinture de poignée brillante"
fr_1462,"Ceinture de l'âme brillante"
fr_1463,"Ceinture de l'esprit brillante"
fr_1464,"Ceinture du corps"
fr_1465,"Ceinture de l'âme"
fr_1466,"Ceinture d'ogre"
fr_1467,"Ceinture de bravoure"
fr_1468,"Ceinture de l'esprit"
fr_1469,"Ceinture de troll"
fr_1470,"Veste en cuir"
fr_1471,"Collier de lumière"
fr_1472,"Boucles de résistance magique"
fr_1473,"Veste en bois"
fr_1474,"T-shirt de résistance magique"
fr_1475,"Ancienne amulette de charisme"
fr_1476,"Ancienne amulette de dextérité"
fr_1477,"Ancienne amulette de force"
fr_1478,"Ancienne amulette d'intelligence"
fr_1479,"Ancienne amulette de sagesse"
fr_1480,"Ancienne amulette de constitution"
fr_1481,"Heaume elfique de dextérité (Personnel)"
fr_1482,"Heaume elfique de constitution (Personnel)"
fr_1483,"Capuche du chevalier rouge (Personnel)"
fr_1484,"Heaume elfique en cuir de constitution (Personnel)"
fr_1485,"Heaume elfique en cuir de dextérité (Personnel)"
fr_1486,"Capuche ternie de sang (Personnel)"
fr_1487,"Reine Succube"
fr_1488,"Chef troll"
fr_1489,"Chef ettin"
fr_1490,"Leader des ombres sanguinaires"
fr_1491,"Araignée tueuse géante"
fr_1492,"Lieutenant archer démon"
fr_1493,"Boucles d'oreille d'éclat de lune (Membres)"
fr_1494,"Boucles d'oreille de poussière d'étoiles"
fr_1495,"Boucles d'oreille de l'éclat solaire"
fr_1496,"Boucles d'oreille du protecteur"
fr_1497,"Boucles d'oreille du héros"
fr_1498,"Boucles d'oreille du sage"
fr_1499,"Dragon armé de lance"
fr_1500,"Dragon d'élite armé de lance"
fr_1501,"Épéiste dragon"
fr_1502,"Épéiste dragon d'élite"
fr_1503,"Dragon uni"
fr_1504,"Dragon terra"
fr_1505,"I"
fr_1506,"Ⅱ"
fr_1507,"Ⅲ"
fr_1508,"IV"
fr_1509,"Ⅴ"
fr_1510,"Ⅵ"
fr_1511,"Les secrets d'Edin"
fr_1512,"Serviteur [Auberge]"
fr_1513,"Émissaire des cadeaux"
fr_1514,"Bénédiction de Teon"
fr_1515,"Pierre runique de fortune"
fr_1516,"Cadeau à la personne qui invite"
fr_1517,"Cadeau premium à la personne qui invite"
fr_1518,"Guide de bataille de Hunter"
fr_1519,"Potion de guérison de poison avancée"
fr_1520,"Cassandra Accueil"
fr_1521,"Donjon de l'île promise"
fr_1522,"Donjon de maros"
fr_1523,"Donjon elfique"
fr_1524,"Elbereth Accueil"
fr_1525,"Vers la montagne de Drake"
fr_1526,"Vers le Jardin elfique"
fr_1527,"Donjon de la montagne de Drake"
fr_1528,"Gloria[Marché]"
fr_1529,"Vers la région de Maros"
fr_1530,"Vers la Terre de la nature"
fr_1531,"Archer homme lézard"
fr_1532,"Monarque Scorpion"
fr_1533,"Monarque de Basilic"
fr_1534,"Élite Harpie"
fr_1535,"Lieutenant homme lézard"
fr_1536,"Monarque Termite"
fr_1537,"Monarque Polyrhachis"
fr_1538,"Lieutenant archer homme lézard"
fr_1539,"Dard mortel"
fr_1540,"Ornement cape de sang"
fr_1541,"Ornement cape de Mithril"
fr_1542,"Parchemin de polymorphe enchanté niveau 1"
fr_1543,"Parchemin de polymorphe enchanté niveau 2"
fr_1544,"Parchemin de polymorphe enchanté niveau 3"
fr_1545,"Parchemin de polymorphe enchanté niveau 4"
fr_1546,"Parchemin de polymorphe enchanté niveau 5"
fr_1547,"Parchemin de polymorphe enchanté niveau 6"
fr_1548,"Parchemin de polymorphe enchanté avancé"
fr_1549,"Épée longue de Mithril"
fr_1550,"Venin de Scorpion"
fr_1551,"Médicament"
fr_1552,"Peau d’homme lézard"
fr_1553,"Passe pour le château de Sandwood"
fr_1554,"Flèche vénéneuse"
fr_1555,"Lance vénéneuse"
fr_1556,"Gol"
fr_1557,"Mamie Olan"
fr_1558,"Général George"
fr_1559,"Orrick"
fr_1560,"Marin"
fr_1561,"Harbert"
fr_1562,"Mage mystérieux"
fr_1563,"Gia [Boutique d’objets]"
fr_1564,"Kirsten [Potions]"
fr_1565,"Upton [Boutique d’armures]"
fr_1566,"Nelson [Boutique d’armes]"
fr_1567,"Geffroi [Entrepôt]"
fr_1568,"Sala [Boutique d’objets]"
fr_1569,"Camilla [Potions]"
fr_1570,"Raymond [Boutique d’armures]"
fr_1571,"Skot [Boutique d’armes]"
fr_1572,"Josclyn [Entrepôt]"
fr_1573,"Otelin [Enchantement]"
fr_1574,"Matilda [Marché]"
fr_1575,"Camellia [Boutique d’objets]"
fr_1576,"Maris [Potions]"
fr_1577,"Craiq [Boutique d’armures]"
fr_1578,"Gareth [Boutique d’armes]"
fr_1579,"Tybalt [Entrepôt]"
fr_1580,"Villiame [Enchantement]"
fr_1581,"Juliana [Marché]"
fr_1582,"Xiu [Commerçant de l’Oasis]"
fr_1583,"Vers la région de Sandwood"
fr_1584,"Touche de vampire"
fr_1585,Voyageur
fr_1586,"Fourmi à pinces"
fr_1587,"Fourmi de feu monarque"
fr_1588,"Soldat fourmi monarque"
fr_1589,"Fourmi géante monarque"
fr_1590,"Larmes de souvenir"
fr_1591,"Parchemin de protection d'accessoire"
fr_1592,"Bâton de gemme"
fr_1593,"Les badges du chasseur de primes"
fr_1594,"Bâton mystique"
