id,byte,mask,internalName,nameId,targetType,skillType,lawful,delay,costMp,costHp,iconGfxId,iconGfxFrameId,ranged,costMaterialsId,costMaterialsCount
198,-1,0x00,Reserved 198,-1,,,,,,,,,,,
199,-1,0x00,Reserved 199,-1,,,,,,,,,,,
200,-1,0x00,Reserved 200,-1,,,,,,,,,,,
201,25,0x01,Mirror,-1,,,,,,,,,,,
202,25,0x02,Confusion,-1,,,,,,,,,,,
203,25,0x04,Smash,-1,,,,,,,,,,,
204,25,0x08,Illusion: Ogre,-1,,,,,,,,,,,
205,25,0x10,Cube: Burn,-1,,,,,,,,,,,
206,25,0x20,Concentration,-1,,,,,,,,,,,
207,25,0x40,Mind Break,-1,,,,,,,,,,,
208,25,0x80,Bone Break,-1,,,,,,,,,,,
209,26,0x01,Illusion: Lich,-1,,,,,,,,,,,
210,26,0x02,Cube: Eruption,-1,,,,,,,,,,,
211,26,0x04,Patience,-1,,,,,,,,,,,
212,26,0x08,Phantasm,-1,,,,,,,,,,,
213,26,0x10,Arm Break,-1,,,,,,,,,,,
214,26,0x20,Illusion: Diamond Golem,-1,,,,,,,,,,,
215,26,0x40,Cube: Shock,-1,,,,,,,,,,,
216,26,0x80,Insight,-1,,,,,,,,,,,
217,27,0x01,Panic,-1,,,,,,,,,,,
218,27,0x02,Joy of Pain,-1,,,,,,,,,,,
219,27,0x04,Illusion: Avatar,-1,,,,,,,,,,,
220,27,0x08,Cube: Harmonize,-1,,,,,,,,,,,
221,-1,0x00,Reserved 221,-1,,,,,,,,,,,
222,-1,0x00,Reserved 222,-1,,,,,,,,,,,
223,-1,0x00,Reserved 223,-1,,,,,,,,,,,
224,-1,0x00,Reserved 224,-1,,,,,,,,,,,
